example_id                                                    | status  | run_time        |
./spec/controllers/form_questions_controller_spec.rb[1:3:1:2] | pending | 0.00169 seconds |
./spec/controllers/form_questions_controller_spec.rb[1:3:2:1] | pending | 0.0012 seconds  |
./spec/controllers/form_questions_controller_spec.rb[1:4:1:1] | pending | 0.00106 seconds |
./spec/controllers/form_questions_controller_spec.rb[1:4:1:2] | pending | 0.00163 seconds |
./spec/controllers/form_questions_controller_spec.rb[1:4:2:1] | pending | 0.00137 seconds |
./spec/controllers/form_questions_controller_spec.rb[1:5:1]   | pending | 0.00118 seconds |
./spec/controllers/forms_controller_spec.rb[1:1:1]            | pending | 0.00176 seconds |
./spec/controllers/forms_controller_spec.rb[1:2:1]            | pending | 0.00122 seconds |
./spec/controllers/forms_controller_spec.rb[1:3:1:1]          | pending | 0.00297 seconds |
./spec/controllers/forms_controller_spec.rb[1:3:1:2]          | pending | 0.00136 seconds |
./spec/controllers/forms_controller_spec.rb[1:3:2:1]          | pending | 0.00134 seconds |
./spec/controllers/forms_controller_spec.rb[1:4:1:1]          | pending | 0.00108 seconds |
./spec/controllers/forms_controller_spec.rb[1:4:1:2]          | pending | 0.00112 seconds |
./spec/controllers/forms_controller_spec.rb[1:4:2:1]          | pending | 0.00147 seconds |
./spec/controllers/forms_controller_spec.rb[1:5:1]            | pending | 0.00126 seconds |
./spec/controllers/groups_controller_spec.rb[1:1:1]           | pending | 0.00266 seconds |
./spec/controllers/groups_controller_spec.rb[1:2:1]           | pending | 0.00347 seconds |
./spec/controllers/groups_controller_spec.rb[1:3:1:1]         | pending | 0.01858 seconds |
./spec/controllers/groups_controller_spec.rb[1:3:1:2]         | pending | 0.04344 seconds |
./spec/controllers/groups_controller_spec.rb[1:3:2:1]         | pending | 0.00288 seconds |
./spec/controllers/groups_controller_spec.rb[1:4:1:1]         | pending | 0.0026 seconds  |
./spec/controllers/groups_controller_spec.rb[1:4:1:2]         | pending | 0.00331 seconds |
./spec/controllers/groups_controller_spec.rb[1:4:2:1]         | pending | 0.00259 seconds |
./spec/controllers/groups_controller_spec.rb[1:5:1]           | pending | 0.00301 seconds |
./spec/controllers/messages_controller_spec.rb[1:1]           | passed  | 0.0074 seconds  |
./spec/controllers/messages_controller_spec.rb[1:2:1]         | pending | 0.00625 seconds |
./spec/controllers/messages_controller_spec.rb[1:3:1]         | pending | 0.00661 seconds |
./spec/controllers/messages_controller_spec.rb[1:4:1:1]       | pending | 0.00992 seconds |
./spec/controllers/messages_controller_spec.rb[1:4:1:2]       | pending | 0.00672 seconds |
./spec/controllers/messages_controller_spec.rb[1:4:2:1]       | pending | 0.00656 seconds |
./spec/controllers/messages_controller_spec.rb[1:5:1:1]       | pending | 0.00709 seconds |
./spec/controllers/messages_controller_spec.rb[1:5:1:2]       | pending | 0.00652 seconds |
./spec/controllers/messages_controller_spec.rb[1:5:2:1]       | pending | 0.00977 seconds |
./spec/controllers/messages_controller_spec.rb[1:6:1]         | pending | 0.00657 seconds |
./spec/controllers/pre_registers_controller_spec.rb[1:1]      | passed  | 0.00722 seconds |
./spec/controllers/pre_registers_controller_spec.rb[1:2:1]    | pending | 0.00666 seconds |
./spec/controllers/pre_registers_controller_spec.rb[1:3:1]    | pending | 0.00628 seconds |
./spec/controllers/pre_registers_controller_spec.rb[1:4:1:1]  | pending | 0.00841 seconds |
./spec/controllers/pre_registers_controller_spec.rb[1:4:1:2]  | pending | 0.0065 seconds  |
./spec/controllers/pre_registers_controller_spec.rb[1:4:2:1]  | pending | 0.00686 seconds |
./spec/controllers/pre_registers_controller_spec.rb[1:5:1:1]  | pending | 0.00635 seconds |
./spec/controllers/pre_registers_controller_spec.rb[1:5:1:2]  | pending | 0.00646 seconds |
./spec/controllers/pre_registers_controller_spec.rb[1:5:2:1]  | pending | 0.00667 seconds |
./spec/controllers/pre_registers_controller_spec.rb[1:6:1]    | pending | 0.00649 seconds |
./spec/controllers/syndromes_controller_spec.rb[1:1]          | passed  | 0.01377 seconds |
./spec/controllers/syndromes_controller_spec.rb[1:2:1]        | pending | 0.00767 seconds |
./spec/controllers/syndromes_controller_spec.rb[1:3:1]        | pending | 0.00769 seconds |
./spec/controllers/syndromes_controller_spec.rb[1:4:1:1]      | pending | 0.01242 seconds |
./spec/controllers/syndromes_controller_spec.rb[1:4:1:2]      | pending | 0.01025 seconds |
./spec/controllers/syndromes_controller_spec.rb[1:4:2:1]      | pending | 0.00818 seconds |
./spec/controllers/syndromes_controller_spec.rb[1:5:1:1]      | pending | 0.00889 seconds |
./spec/controllers/syndromes_controller_spec.rb[1:5:1:2]      | pending | 0.00875 seconds |
./spec/controllers/syndromes_controller_spec.rb[1:5:2:1]      | pending | 0.01077 seconds |
./spec/controllers/syndromes_controller_spec.rb[1:6:1]        | pending | 0.00813 seconds |
./spec/controllers/twitter_apis_controller_spec.rb[1:1:1]     | pending | 0.00131 seconds |
./spec/controllers/twitter_apis_controller_spec.rb[1:2:1]     | pending | 0.00172 seconds |
./spec/controllers/twitter_apis_controller_spec.rb[1:3:1:1]   | pending | 0.00165 seconds |
./spec/controllers/twitter_apis_controller_spec.rb[1:3:1:2]   | pending | 0.00138 seconds |
./spec/controllers/twitter_apis_controller_spec.rb[1:3:2:1]   | pending | 0.00128 seconds |
./spec/controllers/twitter_apis_controller_spec.rb[1:4:1:1]   | pending | 0.00137 seconds |
./spec/controllers/twitter_apis_controller_spec.rb[1:4:1:2]   | pending | 0.00125 seconds |
./spec/controllers/twitter_apis_controller_spec.rb[1:4:2:1]   | pending | 0.00161 seconds |
./spec/controllers/twitter_apis_controller_spec.rb[1:5:1]     | pending | 0.00215 seconds |
./spec/jobs/create_content_job_spec.rb[1:1]                   | pending | 0 seconds       |
./spec/models/app_spec.rb[1:1]                                | passed  | 0.00324 seconds |
./spec/models/app_spec.rb[1:2]                                | passed  | 0.00363 seconds |
./spec/models/category_spec.rb[1:1]                           | pending | 0 seconds       |
./spec/models/city_manager_spec.rb[1:1]                       | pending | 0 seconds       |
./spec/models/dose_spec.rb[1:1:1:1]                           | passed  | 0.01166 seconds |
./spec/models/dose_spec.rb[1:2:1:1]                           | passed  | 0.04144 seconds |
./spec/models/dose_spec.rb[1:2:2:1]                           | passed  | 0.01548 seconds |
./spec/models/dose_spec.rb[1:3:1:1]                           | passed  | 0.01164 seconds |
./spec/models/dose_spec.rb[1:3:2:1]                           | passed  | 0.011 seconds   |
./spec/models/dose_spec.rb[1:3:3:1]                           | passed  | 0.01207 seconds |
./spec/models/dose_spec.rb[1:3:4:1]                           | passed  | 0.01476 seconds |
./spec/models/form_answer_spec.rb[1:1]                        | pending | 0 seconds       |
./spec/models/form_option_spec.rb[1:1]                        | pending | 0.00001 seconds |
./spec/models/form_question_spec.rb[1:1]                      | pending | 0 seconds       |
./spec/models/form_spec.rb[1:1]                               | pending | 0 seconds       |
./spec/models/group_manager_team_spec.rb[1:1:1]               | passed  | 0.05389 seconds |
./spec/models/group_manager_team_spec.rb[1:1:2]               | passed  | 0.05602 seconds |
./spec/models/group_manager_team_spec.rb[1:1:3]               | passed  | 0.16242 seconds |
./spec/models/group_manager_team_spec.rb[1:1:4]               | passed  | 0.06335 seconds |
./spec/models/group_spec.rb[1:1:1:1]                          | passed  | 0.01571 seconds |
./spec/models/group_spec.rb[1:1:1:2]                          | passed  | 0.01621 seconds |
./spec/models/group_spec.rb[1:1:2:1]                          | passed  | 0.04619 seconds |
./spec/models/group_spec.rb[1:1:2:2]                          | passed  | 0.03794 seconds |
./spec/models/group_spec.rb[1:1:2:3]                          | passed  | 0.04616 seconds |
./spec/models/group_spec.rb[1:1:2:4]                          | passed  | 0.04736 seconds |
./spec/models/group_spec.rb[1:1:3:1]                          | passed  | 0.02356 seconds |
./spec/models/group_spec.rb[1:1:3:2]                          | passed  | 0.03156 seconds |
./spec/models/group_spec.rb[1:1:3:3]                          | passed  | 0.03162 seconds |
./spec/models/group_spec.rb[1:1:3:4]                          | passed  | 0.02792 seconds |
./spec/models/group_spec.rb[1:1:3:5]                          | passed  | 0.02769 seconds |
./spec/models/group_spec.rb[1:1:4:1]                          | passed  | 0.04055 seconds |
./spec/models/group_spec.rb[1:1:5:1]                          | passed  | 0.02335 seconds |
./spec/models/group_spec.rb[1:1:5:2]                          | passed  | 0.02573 seconds |
./spec/models/group_spec.rb[1:1:5:3]                          | passed  | 0.03539 seconds |
./spec/models/group_spec.rb[1:1:5:4]                          | passed  | 0.03364 seconds |
./spec/models/group_spec.rb[1:1:6:1]                          | passed  | 0.03129 seconds |
./spec/models/group_spec.rb[1:1:6:2]                          | passed  | 0.02148 seconds |
./spec/models/group_spec.rb[1:1:7:1]                          | passed  | 0.03376 seconds |
./spec/models/group_spec.rb[1:1:7:2]                          | passed  | 0.02305 seconds |
./spec/models/manager_group_permission_spec.rb[1:1:1:1:1]     | passed  | 0.00688 seconds |
./spec/models/manager_group_permission_spec.rb[1:1:1:1:2]     | passed  | 0.00999 seconds |
./spec/models/manager_group_permission_spec.rb[1:1:1:1:3]     | passed  | 0.00431 seconds |
./spec/models/manager_group_permission_spec.rb[1:1:1:1:4]     | passed  | 0.00694 seconds |
./spec/models/manager_group_permission_spec.rb[1:1:1:1:5]     | passed  | 0.00429 seconds |
./spec/models/manager_group_permission_spec.rb[1:1:2:1:1]     | passed  | 0.00297 seconds |
./spec/models/manager_group_permission_spec.rb[1:1:2:1:2]     | passed  | 0.00108 seconds |
./spec/models/manager_group_permission_spec.rb[1:1:2:1:3]     | passed  | 0.00144 seconds |
./spec/models/manager_group_permission_spec.rb[1:1:2:1:4]     | passed  | 0.00142 seconds |
./spec/models/manager_group_permission_spec.rb[1:1:2:1:5]     | passed  | 0.00116 seconds |
./spec/models/manager_group_permission_spec.rb[1:1:2:1:6]     | passed  | 0.00103 seconds |
./spec/models/manager_spec.rb[1:1]                            | pending | 0 seconds       |
./spec/models/message_spec.rb[1:1]                            | pending | 0 seconds       |
./spec/models/permission_spec.rb[1:1]                         | pending | 0.00001 seconds |
./spec/models/pre_register_spec.rb[1:1]                       | pending | 0 seconds       |
./spec/models/rumor_spec.rb[1:1]                              | pending | 0.00002 seconds |
./spec/models/twitter_api_spec.rb[1:1:1:1]                    | passed  | 0.00555 seconds |
./spec/models/twitter_api_spec.rb[1:1:1:2]                    | passed  | 0.00504 seconds |
./spec/models/twitter_api_spec.rb[1:1:2:1]                    | passed  | 0.00563 seconds |
./spec/models/user_spec.rb[1:1:1:1]                           | failed  | 0.0208 seconds  |
./spec/models/user_spec.rb[1:1:1:2]                           | failed  | 0.1018 seconds  |
./spec/models/user_spec.rb[1:1:1:3]                           | failed  | 0.0153 seconds  |
./spec/models/user_spec.rb[1:1:2:1]                           | failed  | 0.0146 seconds  |
./spec/models/user_spec.rb[1:1:2:2]                           | passed  | 0.01846 seconds |
./spec/models/user_spec.rb[1:1:2:3]                           | failed  | 0.02437 seconds |
./spec/models/user_spec.rb[1:1:2:4]                           | passed  | 0.02691 seconds |
./spec/models/user_spec.rb[1:1:2:5]                           | passed  | 0.01987 seconds |
./spec/models/vaccine_spec.rb[1:1]                            | pending | 0 seconds       |
./spec/requests/app_spec.rb[1:1:1]                            | passed  | 0.06796 seconds |
./spec/requests/app_spec.rb[1:1:2]                            | passed  | 0.02852 seconds |
./spec/requests/categories_spec.rb[1:1:1]                     | failed  | 0.00798 seconds |
./spec/requests/city_managers_spec.rb[1:1:1]                  | passed  | 0.00858 seconds |
./spec/requests/data_visualizations_spec.rb[1:1:1]            | passed  | 0.02155 seconds |
./spec/requests/data_visualizations_spec.rb[1:1:2]            | passed  | 0.03238 seconds |
./spec/requests/data_visualizations_spec.rb[1:2:1]            | passed  | 0.02908 seconds |
./spec/requests/data_visualizations_spec.rb[1:2:2]            | passed  | 0.03908 seconds |
./spec/requests/data_visualizations_spec.rb[1:3:1]            | passed  | 0.01598 seconds |
./spec/requests/data_visualizations_spec.rb[1:3:2]            | passed  | 0.02223 seconds |
./spec/requests/data_visualizations_spec.rb[1:4:1]            | passed  | 0.01733 seconds |
./spec/requests/data_visualizations_spec.rb[1:4:2]            | passed  | 0.02429 seconds |
./spec/requests/data_visualizations_spec.rb[1:5:1]            | passed  | 0.01886 seconds |
./spec/requests/form_answers_spec.rb[1:1:1]                   | passed  | 0.00452 seconds |
./spec/requests/form_options_spec.rb[1:1:1]                   | passed  | 0.00431 seconds |
./spec/requests/form_questions_spec.rb[1:1:1]                 | passed  | 0.00461 seconds |
./spec/requests/forms_spec.rb[1:1:1]                          | passed  | 0.12968 seconds |
./spec/requests/messages_spec.rb[1:1:1]                       | passed  | 0.0088 seconds  |
./spec/requests/pre_registers_spec.rb[1:1:1]                  | failed  | 0.01525 seconds |
./spec/requests/twitter_apis_spec.rb[1:1:1]                   | passed  | 0.00575 seconds |
./spec/routing/categories_routing_spec.rb[1:1:1]              | passed  | 0.00122 seconds |
./spec/routing/categories_routing_spec.rb[1:1:2]              | passed  | 0.00175 seconds |
./spec/routing/categories_routing_spec.rb[1:1:3]              | passed  | 0.00199 seconds |
./spec/routing/categories_routing_spec.rb[1:1:4]              | passed  | 0.00125 seconds |
./spec/routing/categories_routing_spec.rb[1:1:5]              | passed  | 0.00134 seconds |
./spec/routing/categories_routing_spec.rb[1:1:6]              | passed  | 0.00142 seconds |
./spec/routing/city_managers_routing_spec.rb[1:1:1]           | passed  | 0.00154 seconds |
./spec/routing/city_managers_routing_spec.rb[1:1:2]           | passed  | 0.00162 seconds |
./spec/routing/city_managers_routing_spec.rb[1:1:3]           | passed  | 0.00177 seconds |
./spec/routing/city_managers_routing_spec.rb[1:1:4]           | passed  | 0.00182 seconds |
./spec/routing/city_managers_routing_spec.rb[1:1:5]           | passed  | 0.00227 seconds |
./spec/routing/city_managers_routing_spec.rb[1:1:6]           | passed  | 0.00155 seconds |
./spec/routing/form_answers_routing_spec.rb[1:1:1]            | passed  | 0.00123 seconds |
./spec/routing/form_answers_routing_spec.rb[1:1:2]            | passed  | 0.00129 seconds |
./spec/routing/form_answers_routing_spec.rb[1:1:3]            | passed  | 0.00175 seconds |
./spec/routing/form_answers_routing_spec.rb[1:1:4]            | passed  | 0.00148 seconds |
./spec/routing/form_answers_routing_spec.rb[1:1:5]            | passed  | 0.00148 seconds |
./spec/routing/form_answers_routing_spec.rb[1:1:6]            | passed  | 0.00147 seconds |
./spec/routing/form_options_routing_spec.rb[1:1:1]            | passed  | 0.0012 seconds  |
./spec/routing/form_options_routing_spec.rb[1:1:2]            | passed  | 0.00145 seconds |
./spec/routing/form_options_routing_spec.rb[1:1:3]            | passed  | 0.00138 seconds |
./spec/routing/form_options_routing_spec.rb[1:1:4]            | passed  | 0.00167 seconds |
./spec/routing/form_options_routing_spec.rb[1:1:5]            | passed  | 0.00118 seconds |
./spec/routing/form_options_routing_spec.rb[1:1:6]            | passed  | 0.00119 seconds |
./spec/routing/form_questions_routing_spec.rb[1:1:1]          | passed  | 0.00163 seconds |
./spec/routing/form_questions_routing_spec.rb[1:1:2]          | passed  | 0.00165 seconds |
./spec/routing/form_questions_routing_spec.rb[1:1:3]          | passed  | 0.00158 seconds |
./spec/routing/form_questions_routing_spec.rb[1:1:4]          | passed  | 0.00193 seconds |
./spec/routing/form_questions_routing_spec.rb[1:1:5]          | passed  | 0.00181 seconds |
./spec/routing/form_questions_routing_spec.rb[1:1:6]          | passed  | 0.00183 seconds |
./spec/routing/forms_routing_spec.rb[1:1:1]                   | passed  | 0.00114 seconds |
./spec/routing/forms_routing_spec.rb[1:1:2]                   | passed  | 0.00144 seconds |
./spec/routing/forms_routing_spec.rb[1:1:3]                   | passed  | 0.00123 seconds |
./spec/routing/forms_routing_spec.rb[1:1:4]                   | passed  | 0.00119 seconds |
./spec/routing/forms_routing_spec.rb[1:1:5]                   | passed  | 0.00155 seconds |
./spec/routing/forms_routing_spec.rb[1:1:6]                   | passed  | 0.00166 seconds |
./spec/routing/messages_routing_spec.rb[1:1:1]                | passed  | 0.00189 seconds |
./spec/routing/messages_routing_spec.rb[1:1:2]                | passed  | 0.00269 seconds |
./spec/routing/messages_routing_spec.rb[1:1:3]                | passed  | 0.00145 seconds |
./spec/routing/messages_routing_spec.rb[1:1:4]                | passed  | 0.00177 seconds |
./spec/routing/messages_routing_spec.rb[1:1:5]                | passed  | 0.00219 seconds |
./spec/routing/messages_routing_spec.rb[1:1:6]                | passed  | 0.00135 seconds |
./spec/routing/pre_registers_routing_spec.rb[1:1:1]           | passed  | 0.00226 seconds |
./spec/routing/pre_registers_routing_spec.rb[1:1:2]           | passed  | 0.00195 seconds |
./spec/routing/pre_registers_routing_spec.rb[1:1:3]           | passed  | 0.00194 seconds |
./spec/routing/pre_registers_routing_spec.rb[1:1:4]           | passed  | 0.00138 seconds |
./spec/routing/pre_registers_routing_spec.rb[1:1:5]           | passed  | 0.00136 seconds |
./spec/routing/pre_registers_routing_spec.rb[1:1:6]           | passed  | 0.00147 seconds |
./spec/routing/syndromes_routing_spec.rb[1:1:1]               | passed  | 0.00126 seconds |
./spec/routing/syndromes_routing_spec.rb[1:1:2]               | passed  | 0.00159 seconds |
./spec/routing/syndromes_routing_spec.rb[1:1:3]               | passed  | 0.0013 seconds  |
./spec/routing/syndromes_routing_spec.rb[1:1:4]               | passed  | 0.00155 seconds |
./spec/routing/syndromes_routing_spec.rb[1:1:5]               | passed  | 0.00128 seconds |
./spec/routing/syndromes_routing_spec.rb[1:1:6]               | passed  | 0.00137 seconds |
./spec/routing/twitter_apis_routing_spec.rb[1:1:1]            | passed  | 0.00128 seconds |
./spec/routing/twitter_apis_routing_spec.rb[1:1:2]            | passed  | 0.00124 seconds |
./spec/routing/twitter_apis_routing_spec.rb[1:1:3]            | passed  | 0.00124 seconds |
./spec/routing/twitter_apis_routing_spec.rb[1:1:4]            | passed  | 0.00163 seconds |
./spec/routing/twitter_apis_routing_spec.rb[1:1:5]            | passed  | 0.00146 seconds |
./spec/routing/twitter_apis_routing_spec.rb[1:1:6]            | passed  | 0.00148 seconds |
